,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
3657,El Paso County,48141.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,TX
3667,Fort Bend County,48157.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3673,Galveston County,48167.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,TX
3692,Harris County,48201.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,244.0,TX
3693,Harris County,48201.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,TX
3702,Hays County,48209.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3706,Henderson County,48213.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3708,Hidalgo County,48215.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
3718,Hunt County,48231.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3726,Jefferson County,48245.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,TX
3731,Johnson County,48251.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3735,Kaufman County,48257.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3751,Liberty County,48291.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3757,Lubbock County,48303.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3772,Midland County,48329.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
3779,Montgomery County,48339.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,TX
3789,Nueces County,48355.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,TX
3794,Orange County,48361.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
3798,Parker County,48367.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3803,Potter County,48375.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3828,Smith County,48423.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
3837,Tarrant County,48439.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0,TX
3838,Tarrant County,48439.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,TX
3842,Taylor County,48441.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3850,Travis County,48453.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,TX
3851,Travis County,48453.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,TX
3866,Webb County,48479.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
3871,Wichita County,48485.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,TX
3876,Williamson County,48491.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
4103,Benton County,53005.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WA
4108,Clallam County,53009.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
4111,Clark County,53011.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,WA
4112,Clark County,53011.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,WA
4116,Cowlitz County,53015.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
4123,Grant County,53025.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
4126,Grays Harbor County,53027.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
4131,King County,53033.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0,WA
4132,King County,53033.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,WA
4133,King County,53033.0,2008.0,2008.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,WA
4136,Kitsap County,53035.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WA
4137,Kitsap County,53035.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,WA
4142,Lewis County,53041.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
4152,Pierce County,53053.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0,WA
4153,Pierce County,53053.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,WA
4157,Skagit County,53057.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WA
4161,Snohomish County,53061.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0,WA
4164,Spokane County,53063.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,WA
4165,Spokane County,53063.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,WA
4168,Stevens County,53065.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
4170,Thurston County,53067.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,WA
4175,Whatcom County,53073.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
4179,Yakima County,53077.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WA
546,Alachua County,12001.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,FL
550,Bay County,12005.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
554,Brevard County,12009.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,FL
555,Brevard County,12009.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,FL
558,Broward County,12011.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,242.0,FL
559,Broward County,12011.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,47.0,FL
560,Broward County,12011.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,FL
567,Citrus County,12017.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,FL
570,Clay County,12019.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL
573,Collier County,12021.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,FL
574,Collier County,12021.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
581,Duval County,12031.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0,FL
582,Duval County,12031.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,FL
585,Escambia County,12033.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
597,Hernando County,12053.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,FL
602,Hillsborough County,12057.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,237.0,FL
603,Hillsborough County,12057.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,FL
608,Indian River County,12061.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,FL
614,Lake County,12069.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,FL
617,Lee County,12071.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,FL
618,Lee County,12071.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,FL
626,Manatee County,12081.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,FL
627,Manatee County,12081.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,FL
630,Marion County,12083.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,FL
633,Martin County,12085.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,FL
636,Miami-Dade County,12086.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,FL
637,Miami-Dade County,12086.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,FL
642,Nassau County,12089.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
644,Okaloosa County,12091.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
648,Orange County,12095.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,FL
649,Orange County,12095.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL
652,Osceola County,12097.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,FL
655,Palm Beach County,12099.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,218.0,FL
656,Palm Beach County,12099.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,44.0,FL
657,Palm Beach County,12099.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,FL
660,Pasco County,12101.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,146.0,FL
661,Pasco County,12101.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,FL
664,Pinellas County,12103.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,223.0,FL
665,Pinellas County,12103.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,FL
666,Pinellas County,12103.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,FL
669,Polk County,12105.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,FL
670,Polk County,12105.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,FL
674,St. Johns County,12109.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,FL
677,St. Lucie County,12111.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,FL
680,Santa Rosa County,12113.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,FL
682,Sarasota County,12115.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0,FL
683,Sarasota County,12115.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,FL
686,Seminole County,12117.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
687,Seminole County,12117.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
695,Volusia County,12127.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,FL
696,Volusia County,12127.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,FL
3581,Bell County,48027.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3583,Bexar County,48029.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,172.0,TX
3584,Bexar County,48029.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,TX
3590,Brazoria County,48039.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,TX
3603,Cameron County,48061.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3617,Collin County,48085.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,TX
3618,Collin County,48085.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,TX
3619,Collin County,48085.0,2009.0,2009.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,TX
3636,Dallas County,48113.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,181.0,TX
3637,Dallas County,48113.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,35.0,TX
3643,Denton County,48121.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,TX
3652,Ector County,48135.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3657,El Paso County,48141.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,TX
3667,Fort Bend County,48157.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,TX
3674,Galveston County,48167.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,TX
3683,Grayson County,48181.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
3686,Gregg County,48183.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3689,Guadalupe County,48187.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3696,Hardin County,48199.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3698,Harris County,48201.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,343.0,TX
3699,Harris County,48201.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,65.0,TX
3712,Hidalgo County,48215.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3729,Jefferson County,48245.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,TX
3751,Liberty County,48291.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,TX
3757,Lubbock County,48303.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3761,McLennan County,48309.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
3777,Montgomery County,48339.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0,TX
3787,Nueces County,48355.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,TX
3791,Orange County,48361.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,TX
3795,Parker County,48367.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
3799,Polk County,48373.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3825,Smith County,48423.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,TX
3835,Tarrant County,48439.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,136.0,TX
3836,Tarrant County,48439.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,TX
3840,Taylor County,48441.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
3846,Tom Green County,48451.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3848,Travis County,48453.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,TX
3849,Travis County,48453.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,TX
3859,Victoria County,48469.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3865,Webb County,48479.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,TX
3870,Wichita County,48485.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,TX
3875,Williamson County,48491.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,TX
3876,Williamson County,48491.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,TX
4107,Benton County,53005.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
4111,Clallam County,53009.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WA
4114,Clark County,53011.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,WA
4115,Clark County,53011.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,WA
4119,Cowlitz County,53015.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,WA
4126,Grant County,53025.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
4129,Grays Harbor County,53027.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
4133,King County,53033.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,203.0,WA
4134,King County,53033.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,WA
4138,Kitsap County,53035.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,WA
4143,Lewis County,53041.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
4151,Pierce County,53053.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,WA
4156,Skagit County,53057.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
4160,Snohomish County,53061.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0,WA
4161,Snohomish County,53061.0,2009.0,2009.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,WA
4164,Spokane County,53063.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,WA
4168,Thurston County,53067.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,WA
4174,Whatcom County,53073.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,WA
4178,Yakima County,53077.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
543,Alachua County,12001.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,FL
547,Bay County,12005.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
551,Brevard County,12009.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0,FL
552,Brevard County,12009.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,FL
555,Broward County,12011.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,205.0,FL
556,Broward County,12011.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,42.0,FL
557,Broward County,12011.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,FL
564,Citrus County,12017.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,FL
567,Clay County,12019.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,FL
569,Collier County,12021.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,FL
572,Columbia County,12023.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
576,Duval County,12031.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,120.0,FL
577,Duval County,12031.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,FL
580,Escambia County,12033.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,FL
592,Hernando County,12053.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,FL
597,Hillsborough County,12057.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,237.0,FL
598,Hillsborough County,12057.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,FL
603,Indian River County,12061.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
609,Lake County,12069.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,FL
612,Lee County,12071.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,FL
613,Lee County,12071.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,FL
621,Manatee County,12081.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
622,Manatee County,12081.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,FL
625,Marion County,12083.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,FL
628,Martin County,12085.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,FL
631,Miami-Dade County,12086.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,FL
632,Miami-Dade County,12086.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL
636,Monroe County,12087.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
639,Nassau County,12089.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
641,Okaloosa County,12091.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
645,Orange County,12095.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0,FL
646,Orange County,12095.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,FL
649,Osceola County,12097.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
652,Palm Beach County,12099.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,193.0,FL
653,Palm Beach County,12099.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0,FL
656,Pasco County,12101.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,159.0,FL
657,Pasco County,12101.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,FL
660,Pinellas County,12103.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,238.0,FL
661,Pinellas County,12103.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,FL
662,Pinellas County,12103.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,FL
666,Polk County,12105.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,FL
669,Putnam County,12107.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,FL
672,St. Johns County,12109.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,FL
675,St. Lucie County,12111.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,FL
678,Santa Rosa County,12113.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
681,Sarasota County,12115.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0,FL
682,Sarasota County,12115.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,FL
685,Seminole County,12117.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
693,Volusia County,12127.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,FL
3639,Bell County,48027.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,TX
3642,Bexar County,48029.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,168.0,TX
3643,Bexar County,48029.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,TX
3649,Brazoria County,48039.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,TX
3652,Brazos County,48041.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3663,Cameron County,48061.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3677,Collin County,48085.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,TX
3678,Collin County,48085.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,TX
3683,Comal County,48091.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3695,Dallas County,48113.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,163.0,TX
3696,Dallas County,48113.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,36.0,TX
3697,Dallas County,48113.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,TX
3704,Denton County,48121.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,TX
3713,Ector County,48135.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
3717,Ellis County,48139.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3719,El Paso County,48141.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,TX
3729,Fort Bend County,48157.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,TX
3736,Galveston County,48167.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,TX
3744,Grayson County,48181.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,TX
3750,Guadalupe County,48187.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3757,Hardin County,48199.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3759,Harris County,48201.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,375.0,TX
3760,Harris County,48201.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,70.0,TX
3767,Hays County,48209.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,TX
3771,Henderson County,48213.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3773,Hidalgo County,48215.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,TX
3779,Hopkins County,48223.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3791,Jefferson County,48245.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,TX
